เงินทุนรวม,ประกอบกิจการ,อำเภอ,ถนน,ซอย,FID,คนงาน,ลำดับ,ไปรษณีย์,จังหวัด,หมู่,เลขที่,แรงม้า,โทรศัพท์,ตำบล,ผู้ประกอบการ,_id,เลขทะเบียนเดิม,ชื่อโรงงาน
1000000,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรมฉบับที่ 1 (พ.ศ.2541) บดย่อยพลาสติก และอัดเศษโลหะ,บ้านค่าย,บ้านหนองตะแบก, -,10210009425482,10,1266,21120,ระยอง,7,เลขที่ ,45,,ตาขัน,ห้างหุ้นส่วนจำกัด เจนเนอรัล โปรไวเดอร์,1266,3-105-94/48รย,ห้างหุ้นส่วนจำกัด เจนเนอรัล โปรไวเดอร์
2700000,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,นิคมพัฒนา,,13,10210009525612,8,1267,21180,ระยอง,1,เลขที่ 658,117,08 1827 4952,พนานิคม,บริษัท ปรานต์วิพัฒน์ สตีล จำกัด,1267,3-105-95/61รย,บริษัท ปรานต์วิพัฒน์ สตีล จำกัด
7250000,คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะ ภาคผนวก 1 ข้อ 1 ตามบัญชีท้ายประกาศกระทรวงอุตสาหกรรมฉบับที่ 1(พ.ศ.2541) บดย่อยพลาสติก และรีไซเคิลน้ำมันหล่อลื่นใช้แล้ว,เมืองระยอง,ราษฎร์บำรุง,ราษฎร์บำรุง 1,10210009625487,10,1268,21000,ระยอง,,เลขที่ ,114,,ห้วยโป่ง,บริษัท สุธี แท็งเกอร์ แอนด์ สเปเชียลทรัค จำกัด,1268,3-105-96/48รย,บริษัท สุธี แท็งเกอร์ แอนด์ สเปเชียลทรัค จำกัด
10500000,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,แกลง,,,10210009625594,4,1269,21110,ระยอง,7,เลขที่ โฉนดที่ดินเลขที่ 9102,15,,กองดิน,บริษัท ศุทราแลนด์ จำกัด,1269,3-105-96/59รย,บริษัท ศุทราแลนด์ จำกัด
14000000,นำกากตะกอนจากกระบวนการบำบัดน้ำเสียไปทำผลิตภัณฑ์ใหม่ ได้แก่ อิฐบล็อค สารปรับปรุงดิน เป็นต้น,นิคมพัฒนา,     -,     -,10210900125462,19,1270,21180,ระยอง,2,เลขที่ 105,86,     -,มาบข่า,บริษัท เวสท์ โอเว่น เซอร์วิส จำกัด,1270,3-106-1/46รย,บริษัท เวสท์ โอเว่น เซอร์วิส จำกัด
2600000,ทำเชื้อเพลิงทดแทน ทำเชื้อเพลิงผสม บดย่อยชิ้นส่วนอิเล็กทรอนิกส์ ซ่อมและล้างบรรจุภัณฑ์ด้วยตัวทำละลาย ทำน้ำมันทาแบบ สีกันสนิม สกัดโลหะมีค่าจากน้ำยาล้างฟิล์มและน้ำยาชุบโลหะที่มีองค์ประกอบของโลหะมีค่า ทำอิฐบล็อก อิฐตัวหนอนจากสิ่งปฏิกูลหรือวัสดุไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,ปลวกแดง,-,-,10210001025546,26,1271,21140,ระยอง,3,เลขที่ 35,280,081 5903 448,มาบยางพร,บริษัท ระยองมาบยางพรกรุ๊ป จำกัด,1271,3-106-10/54รย,บริษัท ระยองมาบยางพรกรุ๊ป จำกัด
4000000,นำวัสดุที่ไม่ใช้แล้วจากการเผาไหม้ถ่านหินไปทำอิฐมวลเบา ผลิตภัณฑ์มวลผสม สารเพิ่มคุณสมบัติคอนกรีต (ปอซโซลาน),เมืองระยอง,-,-,10210001125528,9,1272,21000,ระยอง,-,เลขที่ 22/1,36.5,,ห้วยโป่ง,บริษัท ฟาลังซ์ จำกัด,1272,3-106-11/52รย,บริษัท ฟาลังซ์ จำกัด
1800000,ซ่อมและล้างถังบรรจุภัณฑ์ด้วยตัวทำละลาย นำสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วทั้งในสภาพของแข็งและของเหลวมาผลิตเชื้อเพลิงผสม (Blending) นำน้ำมันใช้แล้วและตัวทำละลายใช้แล้วมาผลิตเชื้อเพลิงทดแทน,นิคมพัฒนา,-,-,10210001125569,20,1273,21180,ระยอง,6,เลขที่ 167,90,,นิคมพัฒนา,บริษัท กรีนเวสท์โกลเวอร์ไลท์ แมนเนจเม้นท์ จำกัด,1273,3-106-11/56รย,บริษัท กรีนเวสท์โกลเวอร์ไลท์ แมนเนจเม้นท์ จำกัด
3000000,นำกากตะกอนจากระบบบำบัดน้ำเสียที่มีองค์ประกอบของโลหะมีค่าจากอุตสาหกรรมชุบโลหะและอิเล็กทรอนิกส์มาผ่านกระบวนการรีไซเคิล (อบแห้ง) ,นิคมพัฒนา,,,10210101225590,3,1274,21000,ระยอง,5,เลขที่ 89,250,,มะขามคู่,บริษัท ซี เวสท์ โซลูชั่น จำกัด,1274,3-106-12/59รย,บริษัท ซี เวสท์ โซลูชั่น จำกัด
37000000,"ผลิตเชื้อเพลิงแข็งจากสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย (Solid Recovery Fuel, SRF)",เมืองระยอง,,,10210101225616,6,1275,21000,ระยอง,5,เลขที่ 82/8,491,,ทับมา,บริษัท รุ่งเจริญ เอ็นไวรอนเมนทอล เซอร์วิส จำกัด,1275,3-106-12/61รย,บริษัท รุ่งเจริญ เอ็นไวรอนเมนทอล เซอร์วิส จำกัด
6000000,นำตะกรันจากเตาหลอมเหล็กที่ไม่เป็นของเสียอันตรายมาผ่านกรรมวิธีบดย่อยเพื่อนำกลับมาใช้ประโยชน์ใหม่เป็นวัตถุดิบในการทำถนน,ปลวกแดง,ทางหลวงสาย 3191,-,10210001725541,4,1276,21140,ระยอง,6,เลขที่ โฉนดที่ดินเลขที่ 6584,328.5,038 991178,แม่น้ำคู้,บริษัท หัวไท่ อินดัสทรี จำกัด,1276,3-106-17/54รย,บริษัท หัวไท่ อินดัสทรี จำกัด
