ตำบล,ประกอบกิจการ,คนงานรวม,ถนน,เลขที่,คนงานชาย,จังหวัด,โทรศัพท์,หมู่,ผู้ประกอบการ,GPSlat,ซอย,ชื่อโรงงาน,ไปรษณีย์,คนงานหญิง,_id,อำเภอ,GPSlong,เงินทุนรวม
นราภิรมย์,ผลิตและแบ่งบรรจุสารกำจัดวัชพืช สารป้องกันกำจัดศัตรูพืชและปุ๋ย เช่น ยาฆ่าหญ้า ยาฆ่าเชื้อ ยาฆ่าเชื้อรา ปุ๋ยเกล็ดและปุ๋ยน้ำ,4,,เลขที่ 88/3,2,นครปฐม,,2,บริษัท โพรเกรสอะโกร จำกัด,13.936369,,บริษัท โพรเกรสอะโกร จำกัด,73130,2,1479,บางเลน,100.233536,10800000
นราภิรมย์,ผลิตและแบ่งบรรจุสารกำจัดวัชพืช สารป้องกันกำจัดศัตรูพืชและปุ๋ย เช่น ยาฆ่าหญ้า ยาฆ่าแมลง ยาฆ่าเชื้อรา ปุ๋ยเกล็ดและปุ๋ยน้ำ,4,,เลขที่ 88/18,2,นครปฐม,819810266,2,บริษัท เจ เอ.เอ็ม.เทค จำกัด,13.934141,,บริษัท เจ เอ.เอ็ม.เทค จำกัด,73130,2,1480,บางเลน,100.232689,9500000
คลองโยง,ผลิตปรุงแต่งและแบ่งบรรจุสารป้องกันหรือกำจัดศัตรูพืชหรือสัตว์ และปุ๋ยเช่น ยาฆ่าแมลง ยาฆ่าหญ้า ยาฆ่าเชื้อรา ชนิดผงและน้ำ ปุ๋ยเกล็ด อาหารเสริม,4,,เลขที่ 44/30,2,นครปฐม,,4,บริษัท เกรทแพค อโกเทค จำกัด,13.875651,,บริษัท เกรทแพค อโกเทค จำกัด,73170,2,1481,พุทธมณฑล,100.278564,22800000
นราภิรมย์,ผลิตปรุงแต่งและแบ่งบรรจุสารป้องกันหรือกำจัดศัตรูพืชหรือสัตว์ และปุ๋ยเช่น ยาฆ่าแมลง ยาฆ่าหญ้า ยาฆ่าเชื้อรา ชนิดผงและน้ำ ปุ๋ยเกล็ด อาหารเสริม,4,,เลขที่ 88/35,2,นครปฐม,08-19814414,2,ห้างหุ้นส่วนจำกัด ต้นน้ำการเกษตร,13.933974,,ห้างหุ้นส่วนจำกัด ต้นน้ำการเกษตร,73130,2,1482,บางเลน,100.232819,30500000
บางระกำ,ผลิตปรุงแต่งและแบ่งบรรจุสารป้องกันหรือกำจัดศัตรูพืชหรือสัตว์ และปุ๋ย เช่น ยาฆ่าแมลง ยาฆ่าหญ้า ยาฆ่าเชื้อรา ปุ๋ยเกล็ด อาหารเสริม,4,,เลขที่ 55/13,2,นครปฐม,819153071,5,บริษัท ไทยเวล อะโกรเทค จำกัด,,,บริษัท ไทยเวล อะโกรเทค จำกัด,73130,2,1483,บางเลน,,20883000
นราภิรมย์,ผลิตปรุงแต่งและแบ่งบรรจุสารป้องกันหรือกำจัดศัตรูพืชหรือสัตว์ และปุ๋ยเช่น ยาฆ่าแมลง ยาฆ่าหญ้า ยาฆ่าเชื้อรา ชนิดผงและน้ำ ปุ๋ยเกล็ด อาหารเสริม,4,,เลขที่ 88/23,2,นครปฐม,,2,บริษัท ศุภากร อะโกรเทค จำกัด,13.934141,,บริษัท ศุภากร อะโกรเทค จำกัด,73130,2,1484,บางเลน,100.232689,10380000
คลองโยง,ผลิตปรุงแต่งและแบ่งบรรจุสารป้องกันหรือกำจัดศัตรูพืชหรือสัตว์ และปุ๋ยเช่น ยาฆ่าแมลง ยาฆ่าหญ้า ยาฆ่าเชื้อรา ชนิดผงและน้ำ ปุ๋ยเกล็ด อาหารเสริม,4,,เลขที่ 44/31,2,นครปฐม,,4,บริษัท เอส พี เค จี ไบโอเคม จำกัด,13.875783,,บริษัท เอส พี เค จี ไบโอเคม จำกัด,73170,2,1485,พุทธมณฑล,100.278008,22800000
ห้วยขวาง,ผลิตปุ๋ยอินทรีย์ ปุ๋ยเคมี และปุ๋ยอินทรีย์เคมี,42,,เลขที่ 222,32,นครปฐม,,5,บริษัท ดีมีเทอร์ (2019) จำกัด,13.93688585,,บริษัท ดีมีเทอร์ (2019) จำกัด,73140,10,1486,กำแพงแสน,100.0034351,131000000
บางระกำ,ผลิตปรุงแต่งและแบ่งบรรจุสารป้องกันหรือกำจัดศัตรูพืชหรือสัตว์ และปุ๋ย เช่น ยาฆ่าแมลง ยาฆ่าหญ้า ยาฆ่าเชื้อรา ปุ๋ยเกล็ด อาหารเสริม,4,,เลขที่ ,2,นครปฐม,819153071,5,บริษัท ไทยเวล อะโกรเทค จำกัด,,,บริษัท สิงห์ก้าวหน้า จำกัด,73120,2,1487,นครชัยศรี,,20804750
ทุ่งลูกนก,ผลิต ผสมปรุงแต่งและแบ่งบรรจุ ผลิตภัณฑ์เคมีทางการเกษตร สารป้องกันกำจัดศัตรูพืชหรือสัตว์ ผลิตภัณฑ์เคมีที่ใช้ในอาคารบ้านเรือนทางด้านสาธารณสุข และปุ๋ยเคมี ธาตุอาหารรอง อาหารเสริมสำหรับพืชหรือสัตว์,11,,เลขที่ 167,7,นครปฐม,,4,บริษัท เอฟ แอนด์ ดับบลิว อะโกรเคม จำกัด,,,บริษัท เอฟ แอนด์ ดับบลิว อะโกรเคม จำกัด,73140,4,1488,กำแพงแสน,,113800000
บางแขม,ผลิตอาหารเสริม พืชอินทรีย์ เช่น ปุ๋ย ชนิดน้ำและผง และการผสมและแบ่งบรรจุยาฆ่าหญ้า,9,,เลขที่ 118,5,นครปฐม,081-3038288,4,บริษัท เมเจอร์ครอป จำกัด,13.7801101,,บริษัท เมเจอร์ครอป จำกัด,73000,4,1489,เมืองนครปฐม,100.0342727,5500000
คลองโยง,ผลิต ปรุงแต่ง และแบ่งบรรจุสารป้องกันหรือกำจัดศัตรูพืชหรือสัตว์และปุ๋ย เช่น ยาฆ่าแมลง ยาฆ่าหญ้า ยาฆ่าเชื้อราชนิดผงและน้ำ ปุ่ย เกล็ด อาหารเสริม,4,,เลขที่ 44/29,2,นครปฐม,,4,บริษัท ลิบรา ครอปไซเอนซ์ จำกัด,13.872756,,บริษัท ลิบรา ครอปไซเอนซ์ จำกัด,73170,2,1490,พุทธมณฑล,100.274963,25300000
