ถนน,เลขที่,ซอย,แรงม้า,เงินทุนรวม,_id,เลขทะเบียนเดิม,ลำดับ,ชื่อโรงงาน,โทรศัพท์,ประกอบกิจการ,คนงาน,ไปรษณีย์,ตำบล,อำเภอ,จังหวัด,หมู่
ทางหลวงหมายเลข 331,เลขที่ 88,,147.5,134266000,1157,น.105-1/2545-ญหช.,1157,บริษัท อีสเทิร์น ซีบอร์ด เอนไวรอนเมนทอล คอมเพล็กซ์ จำกัด,0 3834 6364,"การเก็บรักษา ลำเลียง แยก คัดเลือก หรือแบ่งบรรจุเฉพาะของเสียเคมีวัตถุ, บำบัดน้ำเสียโดยวิธีชีวภาพ, คัดแยกฝังกลบขยะ, ล้างภาชนะปนเปื้อน, การขจัดสารปนเปื้อนในเครื่องจักร อุปกรณ์และภาชนะบรรจุ (Decontamination), ผลิตเชื้อเพลิงผสมและเชื้อเพลิงทดแทนจากวัสดุที่ไม่ใช้แล้ว, รีไซเคิลหลอดฟลูออเรสเซนต์, รีไซเคิลกระป๋องและขวดสเปรย์ที่ไม่ใช้แล้ว  การถอดและบดย่อยชิ้นส่วนอิเล็กทรอนิกส์ที่ไม่ใช้แล้ว (E-Waste Dismantling), การทำวัตถุดิบทดแทนสำหรับโรงงานผลิตปูนซีเมนต์จากวัสดุที่ไม่ใช้แล้ว, ผลิตเชื้อเพลิงแข็งจากขยะ (Solid Recovered Fuel) และสถานีขนถ่ายของเสียและวัสดุรีไซเคิล",27,20230,บ่อวิน,ศรีราชา,ชลบุรี,8
บางนา-ตราดกิโลเมตรที่57,เลขที่ 700/755,,3,90899999,1158,น.105-1/2549-นอน.,1158,บริษัท อมตะ ฟาซิลิตี้ เซอร์วิส จำกัด,038-18502,จัดเก็บรวบรวมคัดแยกขยะมูลฝอยและสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,47,20160,พานทอง,พานทอง,ชลบุรี,1
,เลขที่ 700/231 นิคมอุตสาหกรรมอมตะนคร,,0,0,1159,น.105-1/2551-ญอน.,1159,บริษัท เคไอ-อิโคเทค จำกัด,038-465-644,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย และบดย่อยชิ้นส่วนเครื่องใช้ไฟฟ้าและอุปกรณ์อิเล็กทรอนิกส์,0,20160,บ้านเก่า,พานทอง,ชลบุรี,1
สายหนองค้อ-แหลมฉบัง,เลขที่ ,,1554.73,551500000,1160,น.105-1/2555-ญปค.,1160,บริษัท กรีน เมทัลส์ (ประเทศไทย) จำกัด,038-575557,"คัดแยกและรีไซเคิลโลหะดดยการตัดบดย่อยเศษโลหะให้เป็นชิ้นเล็กๆ,ซื้อมาขายไปและขนส่งเศษโลหะและวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตรายทุกประเภท",14,20110,หนองขาม,ศรีราชา,ชลบุรี,
บางนา-ตราดกิโลเมตรที่57,เลขที่ 700/99,-,0,400000000,1161,น.105-1/2556-นอน.,1161,บริษัท ไดกิ อลูมิเนียม อินดัสทรี (ประเทศไทย) จำกัด,,คัดแยกโลหะที่ใช้แล้วและไม่เป็นของเสียอันตราย,122,20160,บ้านเก่า,พานทอง,ชลบุรี,1
สายหนองค้อ-แหลมฉบัง,เลขที่ ,,15.2,10300000,1162,น.105-1/2557-ญปฉ.,1162,บริษัท ยาโนะ เมทัลส์ (ประเทศไทย) จำกัด,22682003,ซื้อมาขายไปคัดแยกเศษโลหะทุกชนิดที่ไม่เป็นของเสียอันตราย,3,20110,หนองขาม,ศรีราชา,ชลบุรี,
,เลขที่ ,,0,0,1163,น.105-1/2560-ญหช.,1163,บริษัท อีสเทิร์น ซีบอร์ด เอนไวรอนเมนทอล คอมเพล็กซ์ จำกัด,038-346346-7,หลุมฝังกลบของเสียไม่อันตราย,0,20230,บ่อวิน,ศรีราชา,ชลบุรี,
,เลขที่ ,,0,0,1164,น.105-1/2561-ญหช.,1164,บริษัท เมทัลเหล็ก อินเตอร์ จำกัด,081-8990556,คัดแยก โม่ บด ย่อยสับ อบอ่อน อัดก้อน เศษอลูมิเนียม,0,20230,บ่อวิน,ศรีราชา,ชลบุรี,
,เลขที่ 789/195,,951.42,127000000,1165,น.105-2/2557-ญปท.,1165,บริษัท ไทยคุโรทานิ จำกัด,02-2604786,1.คัดแยกเศษวัสดุเหลือใช้จากกระบวนการผลิต การบรรจุและแบ่งบรรจุสินค้า ได้แก่ โลหะ โลหะผสม อัดเศษโลหะทั่วไป 2.คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น เศษกระดาษ เศษพลาสติก เศษยาง เศษไม้ เศษแก้ว เศษกระจก เศษผ้า และสายไฟใช้แล้ว 3.บดย่อยแผงวงจรอิเล็กทรอนิกส์ อุปกรณ์อิเล็กทรอนิกส์ อุปกรณ์ไฟฟ้า เศษตะกั่วบัดกรี เศษตระกรันโลหะ และโลหะผสมทุกชนิด,6,20230,หนองขาม,ศรีราชา,ชลบุรี,1
-,เลขที่ 41/1,-,388.55,149963258,1166,น.106-1/2546-ญหช.,1166,บริษัท ฟูจิ ซีร็อกซ์ อีโค-แมนูแฟคเจอริ่ง จำกัด,38346341,"รีไซเคิล(RECYCLE)เครื่องใช้สำนักงานและชิ้นส่วนอุปกรณ์(COPIER,PRINTER,FACSIMILE)และซ่อมแซมชิ้นส่วนอุปกรณ์ผลิตภัณฑ์ดังกล่าว",78,20230,บ่อวิน,ศรีราชา,ชลบุรี,8
หมายเลข 331,เลขที่ 40,,793,0,1167,น.106-1/2547-ญหช.,1167,บริษัท สยาม สตีล มิลล์ เซอร์วิสเซส จำกัด,,นำตระกรันที่เกิดจากการหล่อหลอมเหล็กมาผ่านกระบวนการทางอุตสาหกรรมโดยวิธี บด ร่อน แยก เพื่อผลิตเป็นวัตถุดิบนำกลับไปใช้ประโยชน์ใหม่,0,20230,บ่อวิน,ศรีราชา,ชลบุรี,8
บางนา-ตราดกิโลเมตรที่57,เลขที่ 700/130,พานิชชีวะ8,0,16120999,1168,น.106-1/2547-นอน.,1168,บริษัท ไทย มะรุมะ โทไค จำกัด,0-3821-3390,ทรายเคลือบเรซิ่นรีไซเคิล(Recycle)ทรายหล่อแบบ,11,20000,หนองไม้แดง,เมืองชลบุรี,ชลบุรี,6
,เลขที่ 700/356,,129,0,1169,น.106-1/2550-นอน.,1169,บริษัท ไพร์ด - เคม อินดัสทรีส์ (ประเทศไทย) จำกัด,,นำสารละลายคอปเปอร์คลอไรด์ (Coyper Chloride) ที่ผ่านการใช้งานแล้วจากอุตสาหกรรมอิเล็กทรอนิกส์ มาผ่านกระบวนการปรับสภาพเพื่อนำกลับมาใช้ประโยชน์ใหม่,11,20000,ดอนหัวฬ่อ,เมืองชลบุรี,ชลบุรี,6
