ไปรษณีย์,ประกอบกิจการ,TSIC,ลำดับ,เงินทุนรวม,เลขที่,อำเภอ,คนงานรวม,FID,หมู่,โทรศัพท์,คนงานชาย,ซอย,แรงม้า,GPS_lat,ถนน,ตำบล,คนงานหญิง,GPS_lng,ชื่อโรงงาน,สิ้นอายุ,factype,อนุญาต,_id,เลขทะเบียนเดิม,จังหวัด
11140,ทำผลิตภัณฑ์พลาสติก เช่น ช้อน ขวดน้ำ กล่องบรรจุขนม ฯลฯ,22210,827,47020000,เลขที่ 56/6,บางใหญ่,182,-20120101725481-,12,,49,-,2722.33,100.3953333,บางโค-กำนันสมจิตร,บางแม่นาง,133,,บริษัท เอส.เอส. 14 จำกัด,13.86106667,3,08/03/1462,827,จ3-53(1)-17/48นบ,นนทบุรี
,ทำผลิตภัณฑ์จากพลาสติก,736000000000,828,,เลขที่ 88/89 ,บางบัวทอง,1000000,-20120064125687-,5,,4000000,-,4,07/04/1482,ถนนตลิ่งชัน-สุพรรณบุรี,ละหาร,2000000,,บริษัท สตาร์ โปรเกรส จำกัด,0,,800,828,จ3-53(1)-18/68นบ,นนทบุรี
11000,ทำผลิตภัณฑ์พลาสติกเช่นหมวกโล่และกระบองฯลฯ,22210,829,8500000,เลขที่ 55/20,เมืองนนทบุรี,35,-20120100225368-,5,,25,รณสิทธิพิชัย,91,100.5019667,สนามบินน้ำ,ท่าทราย,10,,บริษัท เสรีชัยยุทธภัณฑ์ จำกัด,13.8736,3,14/09/1450,829,จ3-53(1)-2/36นบ,นนทบุรี
,ผลิตและประกอบประตูหน้าต่าง ยู.พี.วี.ซี.,106000000000,830,,เลขที่ 5/4,บางใหญ่,3900000,-20120300225457-,5,,0,,12,02/10/1459,อบต.บ้านใหม่,บ้านใหม่,0,12/09/1462,บริษัท บางกอก ไวนิล โพรไฟล์ จำกัด,1,,3600,830,จ3-53(1)-2/45นบ,นนทบุรี
11150,ทำผลิตภัณฑ์พลาสติกประเภท เครื่องมือ เครื่องใช้ และเครื่องเขียน เช่น แฟ้ม ซอง กล่องเอกสาร กระเป๋า แท่นตัดเทป แผ่นใสถ่าย-เขียน ไส้ เหล็กฉาก ไม้ฉาก ฯลฯ ผลิตถุงฟลาสติก และภาชนะบรรจุจากพลาสติก,22210,831,88500000,เลขที่ 5/1-5/5,ไทรน้อย,223,-20120400225464-,4,02-8657074-7,71,,1994.83,100.32995,ตลิ่งชัน-สุพรรณบุรี,ราษฎร์นิยม,152,,บริษัท เอส.อาร์.ซี สเตชั่นเนอรี่ จำกัด,14.06028333,3,06/10/1460,831,จ3-53(1)-2/46นบ,นนทบุรี
11110,ทำเครื่องมือ เครื่องใช้ เครื่องเรือน เครื่องประดับ และภาชนะบรรจุจากพลาสติก กลึง เจาะ คว้าน กัด ไส เจียน และชื่อมโลหะเพื่อทำแม่พิมพ์สำหรับงานฉีดพลาสติก,22210,832,16000000,เลขที่ 54/18,บางบัวทอง,15,-20120002025536-,5,,10,,249.88,100.39426,บางบัวทอง-สุพรรณบุรี,ละหาร,5,,ห้างหุ้นส่วนจำกัด เอส.วี.โมลด์,13.97693,3,26/04/1467,832,จ3-53(1)-20/53นบ,นนทบุรี
,ทำผลิตภัณฑ์จากพลาสติก เครื่องมือ เครื่องใช้และภาชนะบรรจุ,126000000000,833,,เลขที่ 89,ไทรน้อย,3000000,-20120002125591-,2,,11000000,,11,15/07/1473,บางกรวย-ไทรน้อย,ไทรน้อย,2000000,10/04/1474,บริษัท อีซี่ คอนเทนเนอร์ จำกัด,1,,17564,833,จ3-53(1)-21/59นบ,นนทบุรี
,ทำผลิตภัณฑ์เครื่องใช้พลาสติก เช่น หมวกนิรภัย รวมถึงชิ้นส่วนของผลิตภัณฑ์ดังกล่าว,126000000000,834,,เลขที่ 66/12-13,บางใหญ่,3000000,-20120102225481-,5,,5000000,วัดแก้วอินทร์,22,31/03/1462,ตลิ่งชัน-สุพรรณบุรี,เสาธงหิน,5000000,20/01/1465,บริษัท เอ เอ็ม อาร์ อินดัสตรี้ จำกัด,1,,3200,834,จ3-53(1)-22/48นบ,นนทบุรี
,รับจ้างฉีดพลาสติก ทำเครื่องมือ เครื่องใช้ เครื่องเรือนจากพลาสติก เช่น กันสาดพลาสติก จานพลาสติก ชั้นพลาสติก,3110000000000,835,,เลขที่ -,บางบัวทอง,5000000,-20120002225524-,5,,5800000,,14,22/07/1466,บางบัวทอง-สุพรรณบุรี,ละหาร,7000000,22/04/1473,ภัทรพร กรุ๊ป,1,,1600,835,จ3-53(1)-22/52นบ,นนทบุรี
11120,ทำเครื่องมือ เครื่องใช้ ภาชนะบรรจุจากพลาสติก ประกอบ ดัดแปลง และซ่อมแซมเครื่องจักรสำหรับโรงงานอุตสาหกรรม,22210,836,27200000,เลขที่ 29/1,ปากเกร็ด,9,-20120102325596-,9,,7,,132.55,100.438421,รอยัลปาร์ค,คลองข่อย,2,,บริษัท เอ็นไวรอนพลาสท์ จำกัด,13.97146321,3,29/07/1473,836,จ3-53(1)-23/59นบ,นนทบุรี
11150,ทำผลิตภัณฑ์จากพลาสติก เครื่องมือ เครื่องใช้ และภาชนะบรรจุ,22210,837,152000000,เลขที่ 62,ไทรน้อย,60,-20120002525584-,1,02 1506771,15,,489.56,100.3107472,,ราษฎร์นิยม,45,,บริษัท ชัยชดา พลาสแพค จำกัด,14.04631179,3,06/05/1472,837,จ3-53(1)-25/58นบ,นนทบุรี
11150,ผลิตเม็ดพลาสติก และผลิตภัณฑ์จากพลาสติก เช่น แผ่นพลาสติกกันน้ำ,22210,838,27000000,เลขที่ 44/1,ไทรน้อย,16,-20120102625581-,1,08 6990 0169,14,,468.63,100.3064631,ไทรน้อย-ลาดบัวหลวง,ราษฎร์นิยม,2,,บริษัท ไทยวอเตอร์สต๊อป จำกัด,14.05998347,3,06/05/1472,838,จ3-53(1)-26/58นบ,นนทบุรี
,ทำผลิตภัณฑ์พลาสติก เช่น จาน ชาม ถ้วย ภาชนะที่ใช้สัมผัสอาหารทุกชนิด,106000000000,839,,"เลขที่ 30/10, 30/16",บางบัวทอง,2000000,-20120131325674-,1,,0,,4,01/08/1481,,ลำโพ,5000000,06/09/1481,บริษัท สมาร์ท โปรดักส์ เทรดดิ้ง จำกัด,1,,765,839,จ3-53(1)-26/67นบ,นนทบุรี
,ทำเครื่องมือ เครื่องใช้เครื่องเรือน จากพลาสติก เช่น พุกพลาสติก สายรัดท่อ บาร์แชร์ ฯลฯ,3120000000000,840,,เลขที่ 82/9,ไทรน้อย,400000,-20120002725580-,3,,700000,,8,12/05/1472,เคหะการเกษตร,หนองเพรางาย,1500000,16/06/1472,เจตนิพิฐ ซับพลาย,1,,800,840,จ3-53(1)-27/58นบ,นนทบุรี
,ผลิตเครื่องใช้พลาสติก และการกลึง เจาะ คว้าน ไส หรือเชื่อมโลหะทั่วไป,106000000000,841,,เลขที่ 16/9,ปากเกร็ด,10000000,-20120108725633-,10,,8000000,,11,01/06/1477,,คลองข่อย,10000000,27/10/1477,บริษัท บี เค ดี พลาสโปรดักส์ จำกัด,1,,2296,841,จ3-53(1)-28/63นบ,นนทบุรี
11140,ผลิตเครื่องมือ เครื่องใช้ เครื่องเรือน จากพลาสติก,22210,842,3230000,เลขที่ 65/50,บางใหญ่,17,-20120104825668-,5,,5,,282.5,100.39369,,เสาธงหิน,12,,บริษัท แกรนด์ เอ็ม เจ แพ็ค จำกัด,13.87015,3,05/07/1480,842,จ3-53(1)-28/66นบ,นนทบุรี
,ทำผลิตภัณฑ์จากพลาสติก,126000000000,843,,เลขที่ 51,บางบัวทอง,2000000,-20120085625640-,5,,50000000,,23,29/01/1478,,พิมลราช,20000000,19/07/1478,บริษัท ริมเอ็กซ์เพิร์ท จำกัด,1,,10664,843,จ3-53(1)-3/64นบ,นนทบุรี
11110,"การทำเครื่องมือจากพลาสติก เช่น แบบพลาสติกสำหรับหล่อคานคอนกรีต,แบบพลาสติกสำหรับหล่อเสาคอนกรีต,แบบพลาสติกสำหรับหล่อพื้นคอนกรีต ฯลฯ",22210,844,15000000,เลขที่ 32/2,บางบัวทอง,12,-20120115925622-,8,925944539,12,,362.2,100.3910284,,ละหาร,0,,บริษัท ซัน ออฟ วูด จำกัด,13.96922812,3,03/05/1476,844,จ3-53(1)-30/62นบ,นนทบุรี
,"ผลิตเครื่องมือ, เครื่องใช้, เครื่องเรือน, เครื่องประดับ จากพลาสติก",3120000000000,845,,เลขที่ 88,บางใหญ่,2000000,-20120196125654-,1,,2240000,,9,11/11/1479,,บ้านใหม่,6500000,12/01/1483,-,1,,2809,845,จ3-53(1)-31/65นบ,นนทบุรี
,ทำเครื่องมือ เครื่องใช้ เครื่องเรือน รวมถึงชิ้นส่วนของผลิตภัณฑ์พลาสติก,5100000000000,846,,เลขที่ 14/13,บางบัวทอง,10000000,-20120103225472-,9,,10000000,,16,26/05/1461,บางบัวทอง-สุพรรณบุรี,ละหาร,12000000,26/11/1461,บริษัท ขวานทองคอนเทนเนอร์ จำกัด,1,,16000,846,จ3-53(1)-32/47นบ,นนทบุรี
,ผลิตถุงมือพลาสติก,106000000000,847,,เลขที่ 42/11,บางบัวทอง,2000000,-20120145225621-,7,,7000000,ลำโพ 33,4,07/06/1476,,ลำโพ,4999996,,บริษัท โฟร์ ลีฟ คอร์ป จำกัด,0,,1836,847,จ3-53(1)-34/62นบ,นนทบุรี
11120,ผลิตเครื่องมือ เครื่องใช้ เครื่องเรือน จากพลาสติก,22210,848,24900000,เลขที่ 14/14,ปากเกร็ด,10,-20120202725653-,8,,6,,351.5,100.4491,,คลองข่อย,4,,บริษัท เจ เอส เอ็ม 2560 จำกัด,13.9673,3,23/11/1479,848,จ3-53(1)-35/65นบ,นนทบุรี
,ผลิตเครื่องมือเครื่องใช้พลาสติก,866000000000,849,,เลขที่ 95,บางใหญ่,0,-20120003625490-,4,,0,แก้วอินทร์,4,08/06/1463,ตลิ่งชัน-สุพรรณบุรี,บางแม่นาง,400000,28/05/1464,บริษัท ทอยส์พาสติก จำกัด,1,,1600,849,จ3-53(1)-36/49นบ,นนทบุรี
,ผลิตเครื่องมือ เครื่องใช้ เครื่องเรือน จากพลาสติก,124000000000,850,,เลขที่ โฉนดที่ดินเลขที่ 4858,ไทรน้อย,500000,-20120167825670-,7,,0,,5,19/09/1481,,ขุนศรี,2000000,11/04/1482,ห้างหุ้นส่วนจำกัด ฟ้าประทานพร โมลด์ แอนด์ พลาสติก,1,,4336,850,จ3-53(1)-37/67นบ,นนทบุรี
