เงินทุนรวม,ประกอบกิจการ,อำเภอ,TSIC,ถนน,GPS_lat,ซอย,FID,คนงานรวม,ลำดับ,ไปรษณีย์,จังหวัด,หมู่,เลขที่,แรงม้า,โทรศัพท์,อนุญาต,ตำบล,factype,คนงานชาย,_id,เลขทะเบียนเดิม,ชื่อโรงงาน,GPS_lng,สิ้นอายุ,คนงานหญิง
,ตัดหรือตกแต่งกระดาษและสิ่งพิมพ์ต่างๆ,ไทรน้อย,126000000000,บางกรวย-ไทรน้อย,17/10/1458,,-20120100625443-,20000000,680,,นนทบุรี,1,เลขที่ 63/9,40,,8000,ไทรน้อย,,9000000,680,จ3-41(1)-6/44นบ,บริษัท โทคุ จำกัด,11/08/1460,1,30000000
,พิมพ์สิ่งพิมพ์ต่าง ๆ เช่น หนังสือ,ปากเกร็ด,106000000000,กาญจนาภิเษก,27/04/1468,,-20120000625543-,2000000,681,,นนทบุรี,10,เลขที่ 12/20,13,,1600,คลองข่อย,,8000000,681,จ3-41(1)-6/54นบ,บริษัท เพอร์เฟค เพรส จำกัด,05/10/1469,1,15000000
,พิมพ์สิ่งพิมพ์ต่าง ๆ ทำแฟ้มเอกสาร เย็บเล่ม ทำปก หรือตบแต่งสิ่งพิมพ์,บางใหญ่,106000000000,,21/05/1469,,-20120100625559-,0,682,,นนทบุรี,8,เลขที่ 36,0,,0,เสาธงหิน,,0,682,จ3-41(1)-6/55นบ,บริษัท ปัญญฉัตร์ บุ๊คส์ บายดิ้ง จำกัด,01/06/1472,1,0
216000000,พิมพ์สิ่งพิมพ์ต่างๆ และทำแผ่นป้ายโฆษณา,เมืองนนทบุรี,17092,งามวงศ์วาน,100.5313,งามวงศ์วาน 4,-20120100725532-,167,683,11000,นนทบุรี,2,เลขที่ 45/78,230.15,02-832-5800,25/03/1467,บางเขน,3,109,683,จ3-41(1)-7/53นบ,บริษัท คิว แอดเวอร์ไทซิ่ง จำกัด,,13.85603,58
,ผลิตเคมีภัณฑ์สำหรับอุตสาหกรรมน้ำยาง,บางบัวทอง,106000000000,บางกรวย-ไทรน้อย,29/04/1460,-,-20121400125464-,3000000,684,,นนทบุรี,5,เลขที่ 75/7,9,,774,บางบัวทอง,,1000000,684,จ3-42(1)-1/46นบ,บริษัท โพลิเมอร์ อินโนเวชั่น จำกัด,30/05/1460,3,10000000
,ผลิตและแบ่งบรรจุสารเคมีบำบัดน้ำ และเคมีอุตสาหกรรม เช่น สารพอลิอะลูมิเนียมคลอไรด์ อะลูมิเนียมซัลเฟต อะลูมิเนียมคลอโรไฮเดรต โซเดียมไบซัลไฟต์ เป็นต้น,ไทรน้อย,126000000000,,31/10/1481,,-20120201625672-,5000000,685,,นนทบุรี,10,เลขที่ 92/10,11,,6400,ไทรใหญ่,,6000000,685,จ3-42(1)-14/67นบ,บริษัท ไทยคลอไรด์ แมนูแฟคเจอร์ริ่ง จำกัด,20/07/1482,1,1000000
,ผลิตเคมีภัณฑ์ที่ใช้สำหรับอุตสาหกรรมยางและพลาสติก,บางบัวทอง,106000000000,บางกรวย-ไทรน้อย,29/06/1461,,-20120300225473-,2000000,686,,นนทบุรี,5,เลขที่ 75/6,8,,,บางบัวทอง,,1200000,686,จ3-42(1)-2/47นบ,บริษัท โพลิเมอร์ อินโนเวชั่น จำกัด,19/08/1472,3,2500000
,ผลิต-จำหน่ายเคมีภัณฑ์ เช่น สารลดฟอง,บางใหญ่,106000000000,กาญจนาภิเษก,18/05/1461,วัดพระเงิน,-20120100425471-,5000000,687,,นนทบุรี,15,เลขที่ 50/11,3,,7450,บางม่วง,,5000000,687,จ3-42(1)-4/47นบ,บริษัท ซินเธค แอ๊ดดิทีฟ จำกัด,02/10/1463,1,1000000
,เกลือเงิน เกลือทอง โกล์ดคอมเพล็ค พาลาเดียมคอมเพล็ค,บางบัวทอง,106000000000,บางบัวทอง-สุพรรณบุรี,05/04/1463,-,-20120000425498-,2000000,688,,นนทบุรี,9,เลขที่ 333/10,5,,941,ละหาร,,4500000,688,จ3-42(1)-4/49นบ,บริษัท เค.ซี.ยู.คอร์ปอเรชั่น จำกัด,09/05/1463,1,2000000
4000000,ผลิตสารป้องกันหรือกำจัดศัตรูพืช,บางบัวทอง,20121,จันทร์ทองเอี่ยม,100.4189833,,-20120800125447-,6,689,11110,นนทบุรี,5,เลขที่ 73/4,246.5,589-8989,28/03/1458,บางรักพัฒนา,3,4,689,จ3-43(1)-1/44นบ,บริษัท นนท์ทรีเซีย จำกัด,,13.88813333,2
,ผลิตปุ๋ยอินทรีย์ ปุ๋ยชีวภาพ และปุ๋ยเคมีอินทรีย์,ไทรน้อย,126000000000,ไทรน้อย-ลาดบัวหลวง,25/11/1459,-,-20120400125458-,10000000,690,,นนทบุรี,1,เลขที่ 57,50,,30400,ราษฎร์นิยม,ปุ๋ยอินทรีย์และเคมี,6000000,690,จ3-43(1)-1/45นบ,บริษัท พสิษฐ์ ปุ๋ยไทยอินเตอร์ จำกัด,19/03/1460,1,10000000
,ผลิตปุ๋ยอินทรีย์ ปุ๋ยเคมี ปุ๋ยชีวภาพ,ไทรน้อย,126000000000,ไทรน้อย-ลาดบัวหลวง,09/12/1460,-,-20121500125463-,3000000,691,,นนทบุรี,6,เลขที่ 4,15,,8088,ราษฎร์นิยม,ปุ๋ยอินทรีย์และเคมี,2500000,691,จ3-43(1)-1/46นบ,บริษัท ปุ๋ยต้นโพธิ์ จำกัด,19/07/1461,1,1500000
4000000,ผลิต และแบ่งบรรจุปุ๋ยเคมี ผลิตโดยการแบ่งบรรจุสารป้องกัน กำจัดศัตรูพืชหรือสัตว์ ผลิตภัณฑ์เคมีเกษตร,ไทรน้อย,20121,,,,-20120135025650-,13,692,11150,นนทบุรี,1,เลขที่ โฉนดเลขที่ 59782,85,,10/08/1479,ไทรใหญ่,3,8,692,จ3-43(1)-12/65นบ,-,,,5
4000000,ผลิต และแบ่งบรรจุปุ๋ยเคมี ผลิตโดยการแบ่งบรรจุสารป้องกัน กำจัดศัตรูพืชหรือสัตว์ ผลิตภัณฑ์เคมีเกษตร,ไทรน้อย,20121,,,,-20120135125658-,13,693,11150,นนทบุรี,1,เลขที่ โฉนดเลขที่ 59782,85,,10/08/1479,ไทรใหญ่,3,8,693,จ3-43(1)-13/65นบ,ราชสีห์ เฟอร์ติไลเซอร์,,,5
31000000,ผลิตและแบ่งบรรจุสารป้องกันหรือกำจัดวัชพืชและศัตรูพืช,ไทรน้อย,20121,บางเลน-ปทุมธานี,,วัดสโมสร,-20120173025661-,13,694,11150,นนทบุรี,9,เลขที่ 58-59,84.3,,12/10/1480,ไทรใหญ่,3,9,694,จ3-43(1)-14/66นบ,บริษัท บีเอ็มจี อโกรเทค จำกัด,,,4
33000000,การผลิต เก็บรักษาหรือแบ่งบรรจุสารป้องกันหรือกำจัดศัตรูพืชหรือสัตว์,ไทรน้อย,20121,,14.051349,,-20120064625686-,20,695,11150,นนทบุรี,1,เลขที่ 57/10,194.95,20676688,09/04/1482,ราษฎร์นิยม,3,12,695,จ3-43(1)-14/68นบ,บริษัท เอส แอนด์ พี ฟอร์มูเลเตอร์ จำกัด,100.308437,,8
245000000,เกี่ยวกับปุ๋ยและสารกำจัดศัตรูพืช,ปากเกร็ด,20121,ติวานนท์,100.5527,พระแม่มหาการุณ,-20120101525527-,20,696,11120,นนทบุรี,1,เลขที่ 72/79,75.5,0-2582-0582,28/01/1466,บ้านใหม่,3,13,696,จ3-43(1)-15/52นบ,บริษัท ซิตโต้ (ประเทศไทย) จำกัด,,13.94666,7
,"ผลิตปุ๋ยอินทรีย์,ปุ๋ยชีวภาพ และปุ๋ยเคมีอินทรีย์",ไทรน้อย,126000000000,ลาดหลุมแก้ว-บางเลน,01/11/1456,-,-20120100225426-,58328645,697,,นนทบุรี,2,เลขที่ 17/2,38,,35200,ขุนศรี,ปุ๋ยอินทรีย์และเคมี,22000000,697,จ3-43(1)-2/42นบ,บริษัท ศักดิ์สยาม อินเตอร์เนชั่นแนล จำกัด,21/03/1457,1,15898546
,ผลิตปุ๋ยอินทรีย์และสารปรับปรุงคุณภาพดิน,ปากเกร็ด,103000000000,ติวานนท์,21/05/1469,,-20120002825554-,500000,698,,นนทบุรี,9,เลขที่ 11/2,10,,667,บางพูด,,0,698,จ3-43(1)-28/55นบ,ห้างหุ้นส่วนจำกัด โรงเลื่อยจักรไท้เฮงเสง,11/06/1469,1,500000
,ผลิตปุ๋ยเคมี ปุ๋ยอินทรีย์ชีวภาพ ปุ๋ยเคมี-อินทรีย์,ไทรน้อย,736000000000,ปทุมธานี-บางเลน,12/07/1461,,-20120003125475-,5000000,699,,นนทบุรี,4,เลขที่ 58,50,,23660,คลองขวาง,ปุ๋ยอินทรีย์และเคมี,8000000,699,จ3-43(1)-31/47นบ,บริษัท ไทย ฟาร์เมอร์ ซัสเซส จำกัด,04/04/1462,1,5000000
36500000,ผลิตปุ๋ยอินทรีย์ สารป้องกันหรือกำจัดศัตรูพืช ยารักษาสัตว์,ปากเกร็ด,20121,,100.4786879,,-20120442125649-,8,700,11120,นนทบุรี,1,เลขที่ 88/45,377.03,,30/09/1478,บางตะไนย์,3,4,700,จ3-43(1)-33/64นบ,บริษัท โมริน่า โซลูชั่นส์ จำกัด,,13.95589384,4
123000000,ผสม และแบ่งบรรจุปุ๋ย อาหารเสริมพืชผสม และแบ่งบรรจุสารป้องกัน หรือกำจัดศัตรูพืช,ไทรน้อย,20121,,100.287335,,-20120443225646-,37,701,11150,นนทบุรี,10,เลขที่ 99/1,85,29617055,30/09/1478,ไทรใหญ่,3,18,701,จ3-43(1)-34/64นบ,บริษัท เอสทีม อินเตอร์เทรด จำกัด,,14.059818,19
,เก็บรักษาผสม แบ่งบรรจุปุ๋ย อาหารเสริมพืช เก็บรักษา และแบ่งบรรจุสารป้องกันหรือกำจัดศัตรูพืชพืช,ไทรน้อย,106000000000,ทางหลวงชนบทสาย นบ 3011,11/06/1470,,-20120003925569-,20000000,702,,นนทบุรี,10,เลขที่ 99,15,,19616,ไทรใหญ่,,13000000,702,จ3-43(1)-39/56นบ,บริษัท เอสทีม อินเตอร์เทรด จำกัด,29/08/1471,1,5000000
,ผลิตปุ๋ยน้ำชีวภาพ อาหารเสริมสำหรับสัตว์,ไทรน้อย,736000000000,,17/02/1477,,-20120030525630-,20000000,703,,นนทบุรี,4,เลขที่ 98,19,,2300,ขุนศรี,,55000000,703,จ3-43(1)-5/63นบ,บริษัท ธัญชาติ แอ๊ดวานซ์ อะโกร จำกัด,,0,3000000
