แรงม้า,GPS_lng,ตำบล,ประกอบกิจการ,พื้นที่อาคาร,คนงานรวม,เลขทะเบียนเดิม,ถนน,เลขที่,คนงานชาย,จังหวัด,โทรศัพท์,อนุญาต,ลำดับ,หมู่,พื้นที่โรงงาน,ซอย,ชื่อโรงงาน,ไปรษณีย์,TSIC,คนงานหญิง,_id,เริ่มดำเนินการ,FID,อำเภอ,สิ้นอายุ,GPS_lat,เงินทุนรวม
233,100.3116833,ราษฎร์นิยม,ผลิตทินเนอร์ แลคเกอร์ และสี่พ่นอุตสาหกรรมฯ,2835,37,จ3-45(1)-2/45นบ,ไทรน้อย-ลาดบัวหลวง,เลขที่ 52/9,27,นนทบุรี,,2002-01-23T00:00:00,722,1,11200,,บริษัท โอเชี่ยน โรต้า จำกัด,11150,20221,10,722,2007-04-01T00:00:00,-20120200225458-,ไทรน้อย,2022-01-01T00:00:00,14.05896667,21000000
95,100.3842283,บางบัวทอง,ผลิตสีเทอร์โมพลาสติก,200,7,จ3-45(1)-2/60นบ,บางกรวย-ไทรน้อย,เลขที่ 11/8,7,นนทบุรี,089 2167927,2017-08-08T00:00:00,723,12,1600,,บริษัท ทีพี ทราฟฟิค เพ้นท์ จำกัด,12000,20221,0,723,,-20120000225609-,บางบัวทอง,,13.96365193,8000000
74,100.4353833,ลำโพ,ทำสีฝุ่น,1494,20,จ3-45(1)-21/48นบ,,เลขที่ 27/1,9,นนทบุรี,,2005-11-21T00:00:00,724,3,,,บริษัท อัมรินทร์เซรามิคส์คอร์ปอเรชั่น จำกัด,11110,20221,11,724,2006-01-23T00:00:00,-20120102125483-,บางบัวทอง,2021-01-01T00:00:00,13.96093333,26000000
90,100.3592833,บางใหญ่,ผลิตสีเทอร์โมพลาสติก สำหรับทำเครื่องหมายจราจร เช่น สีตีเส้นจราจร,500,5,จ3-45(1)-4/49นบ,บางใหญ่-บางคูลัด,เลขที่ 30/8,3,นนทบุรี,0-2927-8073,2006-10-05T00:00:00,725,4,3496,เทศบาลบางใหญ่ 9,บริษัท เบญจภูมิ ทราฟฟิค จำกัด,11140,20221,2,725,2006-01-06T00:00:00,-20120100425497-,บางใหญ่,2021-01-01T00:00:00,13.83895,8000000
129,100.4011833,ละหาร,ผลิตสี อบสีเคลือบกระเบื้องและสารควบคุมการเกิดฟอง,225,12,จ3-45(1)-5/47นบ,ตลิ่งชัน-สุพรรณบุรี,เลขที่ 67,3,นนทบุรี,02-932-2290,2004-03-25T00:00:00,726,5,1088,เทพประทานพร,บริษัท ดีโฟมเมอร์ (ประเทศไทย)จำกัด,11110,20221,9,726,2004-04-26T00:00:00,-20120100525478-,บางบัวทอง,2024-01-01T00:00:00,13.96966667,2310000
138.5,100.3095858,ไทรใหญ่,ผลิตสีน้ำพลาสติก ปูนผสมพิเศษ,2100,24,จ3-45(1)-9/57นบ,,เลขที่ 111,20,นนทบุรี,0 2985 5561,2014-10-11T00:00:00,727,11,11261,,บริษัท แซนดี้ อินเตอร์เนชั่นแนล จำกัด,11150,20221,4,727,2015-02-16T00:00:00,-20120000925570-,ไทรน้อย,2020-01-01T00:00:00,14.06887363,20000000
38.42,100.3311,ไทรน้อย,ผลิตยา,2160,51,จ3-46(1)-1/40นบ,บางกรวย-ไทรน้อย,เลขที่ 50/4,1,นนทบุรี,0-2956-0271,1997-01-29T00:00:00,728,7,6000,,บริษัท ศิริบัญชา จำกัด,11150,21001,50,728,2003-04-09T00:00:00,-20120500125408-,ไทรน้อย,2023-01-01T00:00:00,13.98695,10500000
113.5,100.402156,บางม่วง,ผลิตน้ำยาล้างไตและน้ำยาฆ่าเชื้อ,2572,12,จ3-46(1)-1/61นบ,บางม่วง-บางคูลัด,เลขที่ 13/7,9,นนทบุรี,,2018-01-24T00:00:00,729,8,3164,,บริษัท เกรซ วอเทอร์ เมด จำกัด,11140,21001,3,729,2018-03-19T00:00:00,-20120100125618-,บางใหญ่,2023-01-01T00:00:00,13.830164,124000000
452.36,100.3875763,บางบัวทอง,ผลิตยาแผนโบราณ,3330,15,จ3-46(1)-1/62นบ,บางกรวย-ไทรน้อย,"เลขที่ 51/32,55/35",4,นนทบุรี,,2019-01-23T00:00:00,730,4,3372,,เอเซียโอสถ,11110,21001,11,730,2019-11-03T00:00:00,-20120020125623-,บางบัวทอง,2024-01-01T00:00:00,13.9402474,22000000
274.7,100.4250902,มหาสวัสดิ์,ผลิตยาแผนโบราณ,338,38,จ3-46(1)-1/63นบ,,เลขที่ 78/9,6,นนทบุรี,24962080,2020-01-17T00:00:00,731,1,1508,,บริษัท ไทยเอฟดี จำกัด,11130,21001,32,731,2020-01-09T00:00:00,-20120013625639-,บางกรวย,,13.81259376,29000000
96.68,100.31512,ราษฎร์นิยม,ผลิตยารักษาโรคแผนปัจจุบัน เช่น ยาผง ยาเม็ด แคปซูล ยาน้ำ,2212,28,จ3-46(1)-1/64นบ,,เลขที่ 39/8,8,นนทบุรี,298553859,2021-04-03T00:00:00,732,8,7996,,บริษัท ฟีฮาแล็บ จำกัด,,21001,20,732,2021-06-14T00:00:00,-20120199525645-,ไทรน้อย,,14.105591,95000000
77,100.33105,ไทรน้อย,ผลิตเครื่องสำอาง และผลิตภัณฑ์เสริมอาหาร เช่น เครื่องดื่มเกลือแร่,2160,51,จ3-46(1)-2/47นบ,บางกรวย-ไทรน้อย,เลขที่ 50/4 (ชั้น 2),1,นนทบุรี,0 2956 0171,2004-03-25T00:00:00,733,7,6000,สวนเกษตรสิริฉัตร,บริษัท ศิริบัญชา จำกัด,11150,21001,50,733,2004-07-06T00:00:00,-20120400225472-,ไทรน้อย,2024-01-01T00:00:00,13.98693333,10500000
59,100.46754,ไทรม้า,ผลิตยาแผนโบราณ หรือยาน้ำสมุนไพร,3262,10,จ3-46(1)-2/51นบ,เลียบแม่น้ำเจ้าพระยา,เลขที่ 89/9,8,นนทบุรี,02-9218090-3,2008-05-29T00:00:00,734,2,4252,-,บริษัท เจริญโอสถ จำกัด,11000,21001,2,734,2009-11-11T00:00:00,-20120000225518-,เมืองนนทบุรี,2024-01-01T00:00:00,13.87,40000000
488.95,100.372028,บางแม่นาง,ผลิตยาสมุนไพร,450,24,จ3-46(1)-2/54นบ,รพช.บางไทร-ตาซ้อน,เลขที่ 29/3,14,นนทบุรี,,2011-11-02T00:00:00,735,10,11584,-,บริษัท แซนด์-เอ็ม โกลบอล จำกัด,11140,21001,10,735,2017-09-15T00:00:00,-20120200225540-,บางใหญ่,2022-01-01T00:00:00,13.90152784,38500000
403.52,100.3641878,ศาลากลาง,ผลิตยารักษาโรค,6872,35,จ3-46(1)-2/60นบ,วัดพระเงิน-บางคูลัด,เลขที่ ,20,นนทบุรี,02-5142458,2017-05-15T00:00:00,736,3,32000,,บริษัท แอคดอน จำกัด,10310,21001,15,736,,-20120100225608-,บางกรวย,,13.81392953,138000000
479.32,,คลองขวาง,ผลิตยาแผนปัจจุบัน ยาเม็ด ยาน้ำ และยาปราศจากเชื้อ,14146,98,จ3-46(1)-2/67นบ,,เลขที่ 68/1,31,นนทบุรี,02-1499372,2024-05-29T00:00:00,737,4,36484,,บริษัท ไทย พี.ดี.เคมีคอล จำกัด,11150,21001,67,737,,-20120086725670-,ไทรน้อย,,,314430575.6
3156,100.327999,ราษฎร์นิยม,ผลิตยารักษาโรค,2904,42,จ3-46(1)-3/59นบ,บางบัวทอง-สุพรรณบุรี,เลขที่ 33,22,นนทบุรี,,2016-01-11T00:00:00,738,2,43824,,บริษัท ฟาร์มาสันต์ แล็บบอราตอรี่ส์ จำกัด,11150,21001,20,738,2019-07-26T00:00:00,-20120200325597-,ไทรน้อย,2024-01-01T00:00:00,14.090908,627000000
87.58,100.307185,ทวีวัฒนา,ผลิตยาและอาหารเสริม,988,15,จ3-46(1)-3/61นบ,,เลขที่ 9/1,5,นนทบุรี,,2018-03-26T00:00:00,739,5,4960,,บริษัท หมอนพพร กรุ๊ป จำกัด,10220,21001,10,739,,-20120000325615-,ไทรน้อย,,13.956747,25000000
318.25,100.37005,บางแม่นาง,ผลิตยาสำเร็จรูปแผนปัจจุบัน,8500,130,จ3-46(1)-4/51นบ,,เลขที่ 28/9,60,นนทบุรี,02-101-2222,2008-05-09T00:00:00,740,4,40000,-,บริษัท ถ้วยทองโอสถ จำกัด,11140,21001,70,740,2008-01-12T00:00:00,-20120000425514-,บางใหญ่,2023-01-01T00:00:00,13.88154,310000000
403,100.36528,บางใหญ่,ผลิตยาแผนโบราณ,4104,0,จ3-46(1)-4/61นบ,บางคูลัด-วัดพระเงิน,เลขที่ โฉนดเลขที่ 28718,0,นนทบุรี,089 4881321,2018-11-05T00:00:00,741,4,15212,,บริษัท กุยลิ้มฮึ้ง คอร์ปอเรชั่น จำกัด,10100,21001,0,741,,-20120100425612-,บางใหญ่,,13.834158,45000000
60.5,100.382732,ศาลากลาง,ผลิตยาแผนโบราณ เช่น ยาแคปซูล ยาเม็ด ยาผง,498,10,จ3-46(1)-5/61นบ,ฉลองราชย์ 50 ปี,เลขที่ 88/88,8,นนทบุรี,094 7952666,2018-05-06T00:00:00,742,1,3722,รุ่งอรุณ,บริษัท สยาม เอสเอฟ จำกัด,11130,21001,2,742,2018-10-09T00:00:00,-20120100525619-,บางกรวย,2023-01-01T00:00:00,13.818607,31000000
2674.59,100.29207,หนองเพรางาย,ผลิตยาแผนโบราณ อาหารเสริม เครื่องสำอาง,12096,35,จ3-46(1)-6/51นบ,บางไผ่-หนองเพรางาย,"เลขที่ 20/3-6,20/8-10",15,นนทบุรี,,2008-03-10T00:00:00,743,2,41000,-,บริษัท ยาอินไทย จำกัด,11150,21001,20,743,2009-03-12T00:00:00,-20120100625518-,ไทรน้อย,2024-01-01T00:00:00,13.92326,84000000
60.5,100.3827952,ศาลากลาง,ผลิตยาแผนโบราณ ผลิตเสริมอาหาร,320,10,จ3-46(1)-6/61นบ,ฉลองราชย์ 50 ปี,เลขที่ 88/99,8,นนทบุรี,094 7952666,2018-06-26T00:00:00,744,1,3722,รุ่งอรุณ,บริษัท สยาม สเน็ก ฟาร์ม จำกัด,11130,21001,2,744,2018-09-20T00:00:00,-20120100625617-,บางกรวย,2023-01-01T00:00:00,13.81869265,31000000
295.36,100.434111,ลำโพ,ผลิตยาแผนโบราณ,690,11,จ3-46(1)-8/61นบ,345,"เลขที่ โฉนดเลขที่ 140881,140882",4,นนทบุรี,,2018-12-21T00:00:00,745,2,2379,,บริษัท สิทธิพรสมุนไพร จำกัด,11110,21001,7,745,,-20120000825614-,บางบัวทอง,,13.953923,49000000
21010.19,100.5352833,บางเขน,ผลิตยารักษาโรค,9931,883,จ3-46(2)-1/23นบ,,เลขที่ 14,379,นนทบุรี,02-5890021,1995-10-16T00:00:00,746,,22400,งามวงศ์วาน 8,บริษัท ไทยนครพัฒนา จำกัด,11000,21001,504,746,1980-09-06T00:00:00,-20120000125239-,เมืองนนทบุรี,2020-01-01T00:00:00,13.85523333,1473478229
1876.2,100.31835,ราษฎร์นิยม,ผลิตยารักษาโรคแผนปัจจุบัน ยาเม็ด ยาแค๊ปซูล,3984,61,จ3-46(2)-1/37นบ,บางบัวทอง-สุพรรณบุรี,เลขที่ 96/3,28,นนทบุรี,,1994-01-08T00:00:00,747,6,25600,,บริษัท ฟาร์มาสันต์ แล็บบอราตอรี่ส์ จำกัด,11150,21001,33,747,1996-04-18T00:00:00,-20120700125372-,ไทรน้อย,2021-01-01T00:00:00,14.07603333,46000000
69,100.41565,บางคูเวียง,ผลิตยาแผนโบราณ,570,12,จ3-46(2)-2/46นบ,บางคูเวียง,เลขที่ 92/5,6,นนทบุรี,02-4242587,2003-10-07T00:00:00,748,,5310,บางคูเวียง,ห้างขายยาจอมทอง,11130,21001,6,748,2004-06-14T00:00:00,-20120200225466-,บางกรวย,2024-01-01T00:00:00,13.81458333,36500000
77.67,100.3477,ไทรน้อย,ผลิตยา อาหาร และอาหารเสริมจากพืช,216,6,จ3-46(2)-3/59นบ,บางกรวย-ไทรน้อย,เลขที่ 70/10,1,นนทบุรี,0 2923 8250,2016-05-07T00:00:00,749,3,2300,,บริษัท วีอาร์สเตปฟี่ จำกัด,10400,21001,5,749,2016-01-08T00:00:00,-20120300325596-,ไทรน้อย,2021-01-01T00:00:00,13.9664,60000000
258.34,100.3389472,ราษฎร์นิยม,ผลิตยารักษาโรคแผนโบราณ และทำเครื่องสำอาง,3600,32,จ3-46(2)-3/62นบ,ปทุม-บางเลน,เลขที่ 44/1,10,นนทบุรี,,2019-06-28T00:00:00,750,5,4531,,ห้างหุ้นส่วนจำกัด จัตุรงค์คูลลิ่ง,11150,21001,22,750,2020-12-11T00:00:00,-20120166325623-,ไทรน้อย,,14.02811967,94000000
