ถนน,เลขที่,ซอย,ประเภท,เงินทุน,แรงม้า,_id,คนงาน,เลขทะเบียนโรงงาน,ลำดับ,ชื่อโรงงาน,ประกอบกิจการ,โทรศัพท์,ไปรษณีย์,ตำบล,อำเภอ,จังหวัด,หมู่
-,เลขที่ 24,-,106,"11,000,000","2,585.50",1101,6,3-106-8/59ปจ,1101,บริษัท เฮาซัน จำกัด,รีไซเคิลน้ำมันใช้แล้วเพื่อนำกลับมาใช้ใหม่,,25140,หัวหว้า,ศรีมหาโพธิ,ปราจีนบุรี,13
,เลขที่ 67/5,,105,"12,500,000",198,1102,12,จ3-105-43/52สบ,1102,ห้างหุ้นส่วนจำกัด ล่ำซัมค้าเหล็ก,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),,18000,หนองปลาไหล,เมืองสระบุรี,สระบุรี,1
,เลขที่ 67,,105,"3,150,000",7,1103,7,จ3-105-106/51สบ,1103,บริษัท พี.เอ็น.พี.เอ็นจิเนียริ่ง แอนด์ คอนสตรั๊คชั่น จำกัด,คัดแยกสิ่งปฏิกูลหร่อวัสดุที่ไม่ไช้แล้วที่มีลักษณะแคณสมบัติตามที่กำหนดไว้ในกระทรวงฉบับที่2(พ.ศ.2535)ออกตามพระราชบัญญัติโรงงาน พ.ศ.2535,,18260,ทับกวาง,แก่งคอย,สระบุรี,6
,เลขที่ โฉนดที่ดินเลขที่ 22256,,106,"1,000,000",68,1104,9,3-106-13/57ปจ,1104,บริษัท สยาม กรีน เวสท์ จำกัด,นำน้ำมันหล่อลื่นและตัวทำละลายใช้แล้วมาผ่านกรรมวิธีทางอุตสาหกรรม โดยกระบวนการกรองเพื่อนำกลับมาใช้ประโยชน์ใหม่ นำเปลือกและเมล็ดกาแฟที่ไม่เหมาะสมสำหรับการบริโภคหรือแปรรูปมาผ่านกรรมวิธีการผลิตทางอุตสาหกรรมโดยกระบวนการบดย่อยเพื่อนำไปใช้ประโยชน์ทำปุ๋ยหมักหรือสารปรับปรุงดิน,,25140,หัวหว้า,ศรีมหาโพธิ,ปราจีนบุรี,
,เลขที่ 10/2,,105,"3,500,000",147,1105,16,3-105-5/61สบ,1105,ห้างหุ้นส่วนจำกัด ศ.เพิ่มทรัพย์ สระบุรี,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,18110,ตาลเดี่ยว,แก่งคอย,สระบุรี,8
-,เลขที่ โฉนดเลขที่ 2172,-,106,"50,000,000",445,1106,31,3-106-16/60ปจ,1106,บริษัท เอเซียฟาร์ม แอนด์ ฟู้ดส์ จำกัด,นำของเสียจากอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์มาผ่านกรรมวิธีบดย่อย เพื่อหลอมโลหะกลับมาใช้ประโยชน์ใหม่,,25140,หัวหว้า,ศรีมหาโพธิ,ปราจีนบุรี,6
-,เลขที่ 154,-,106,"1,500,000",15,1107,9,3-106-68/53ปจ,1107,ชัยอุดมรุ่งแรือง,รีไซเคิลสีฝุ่น และคัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,019290039,25140,หัวหว้า,ศรีมหาโพธิ,ปราจีนบุรี,2
-,เลขที่ -,-,105,"400,000",40,1108,13,3-105-35/54สบ,1108,บริษัท แกรนด์ คูโดส จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย,,18110,ตาลเดี่ยว,แก่งคอย,สระบุรี,11
มิตรภาพ,เลขที่ 4/2,-,105,"1,650,000",93,1109,15,3-105-50/47สบ,1109,บริษัท เวสท์ รีโคเวอรี่ จำกัด,คัดแยกของเสียหรือวัสดุที่ไม่ใช้แล้วที่ไม่อันตราย,,18110,ตาลเดี่ยว,แก่งคอย,สระบุรี,10
,เลขที่ โฉนดที่ดินเลขที่ 48297,,106,"10,070,000","1,227.00",1110,20,3-106-71/60ปจ,1110,บริษัท หมื่นแสนวัฒนา จำกัด,ผลิตเม็ดเชื้อเพลิงอัดก้อน,,25140,หัวหว้า,ศรีมหาโพธิ,ปราจีนบุรี,6
แก่งคอย-บ้านนา,เลขที่ นส.3ก เลขที่ 104 เลขที่ดิน 18,-,105,"500,000",0,1111,9,จ3-105-85/50สบ,1111,นายสมชาย มีเอี่ยม,คัดแยกสิ่งปฎิกูลหรือวัสดุที่ไม่ใช้แล้วที่มีลักษณะและคุณสมบัติตามที่กำหนดไว้ในกฎกระทรวงฉบับที่ 2 (พ.ศ.2535) ออกตามพระราชบัญญัติโรงงาน พ.ศ.2535,,18110,ตาลเดี่ยว,แก่งคอย,สระบุรี,10
ทางหลวงหมายเลข 304,เลขที่ 141,-,106,"9,000,000",87,1112,25,3-106-1/51ปจ,1112,บริษัท พงษ์เทพ กรุ๊ป รีไซเคิล จำกัด,นำน้ำมันหล่อลื่นและตัวทำละลายที่ใช้แล้วมาผลิตเป็นเชื้อเพลิงทดแทน นำน้ำมันพืชที่ใช้แล้วมาผลิตไบโอดีเซล ซ่อมและล้างถังบรรจุภัณฑ์ และผลิตเชื้อเพลิงเหลวจากยาง,,25140,กรอกสมบูรณ์,ศรีมหาโพธิ,ปราจีนบุรี,3
,เลขที่ 88,,105,"1,500,000",95,1113,5,3-105-81/60สบ,1113,ห้างหุ้นส่วนจำกัด ช.โชควิวัฒน์,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,18110,ห้วยแห้ง,แก่งคอย,สระบุรี,2
-,เลขที่ 57/2,-,106,"30,000,000",982.22,1114,25,3-106-7/54ปจ,1114,บริษัท ซันฟลาวเวอร์ อลูมิเนียม จำกัด,หลอมหล่อเศษและตะกรันโลหะ คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,25140,กรอกสมบูรณ์,ศรีมหาโพธิ,ปราจีนบุรี,3
ทางหลวงหมายเลข 304,เลขที่ 18,-,106,"8,000,000",181.16,1115,10,3-106-32/50ปจ,1115,วงษ์พาณิชย์ปราจีนบุรี,ทำเม็ดพลาสติกเกรดบี นำน้ำมันหล่อลื่นและตัวทำละลายที่ใช้แล้วมาผลิตเป็นเชื้อเพลิงทดแทน ซ่อมและล้างถังบรรจุภัณฑ์ เก็บรวบรวมแบตเตอรี่โดยไม่มีการแปรสภาพ รีไซเคิลหลอดฟูออเรสเซนต์ที่ไม่ใช้แล้วมาผ่านกรรวิธีทางอุตสาหกรรมเพื่อนำกลับมาใช้ใหม่,037 414455,25140,กรอกสมบูรณ์,ศรีมหาโพธิ,ปราจีนบุรี,3
