ประกอบกิจการ,คนงานหญิง,หมู่,ถนน,TSIC,เงินทุนรวม,เลขทะเบียนเดิม,โทรศัพท์,FID,factype,GPS_lng,_id,ลำดับ,แรงม้า,อนุญาต,ชื่อโรงงาน,ตำบล,GPS_lat,ซอย,อำเภอ,เลขที่,คนงานชาย,สิ้นอายุ,จังหวัด,คนงานรวม,ไปรษณีย์
ผลิตยา,2000000,7,บางกรวย-ไทรน้อย,,,จ3-46(1)-1/40นบ,,-20120500125408-,,04/09/1460,730,730,1,6000,บริษัท ศิริบัญชา จำกัด,ไทรน้อย,29/01/1454,,ไทรน้อย,เลขที่ 50/4,1500000,1,นนทบุรี,1000000,
ผลิตน้ำยาล้างไตและน้ำยาฆ่าเชื้อ,20000000,8,บางม่วง-บางคูลัด,108000000000,,จ3-46(1)-1/61นบ,,-20120100125618-,,19/03/1475,731,731,9,3164,บริษัท เกรซ วอเทอร์ เมด จำกัด (มหาชน),บางม่วง,24/01/1475,,บางใหญ่,เลขที่ 13/7,80000000,1,นนทบุรี,10000000,
ผลิตยาแผนโบราณ,3000000,4,บางกรวย-ไทรน้อย,3100000000000,,จ3-46(1)-1/62นบ,,-20120020125623-,,11/03/1476,732,732,4,3372,เอเซียโอสถ,บางบัวทอง,23/01/1476,,บางบัวทอง,"เลขที่ 51/32,55/35",10000000,1,นนทบุรี,1000000,
ผลิตยาแผนโบราณ,8000000,1,,136000000000,,จ3-46(1)-1/63นบ,,-20120013625639-,,01/09/1477,733,733,6,1508,บริษัท ไทยเอฟดี จำกัด,มหาสวัสดิ์,17/01/1477,,บางกรวย,เลขที่ 78/9,10000000,1,นนทบุรี,1000000,
ผลิตยารักษาโรคแผนปัจจุบัน เช่น ยาผง ยาเม็ด แคปซูล ยาน้ำ,20,8,,21001,95000000,จ3-46(1)-1/64นบ,298553859,-20120199525645-,3,100.31512,734,734,96.68,04/03/1478,บริษัท ฟีฮาแล็บ จำกัด,ราษฎร์นิยม,14.105591,,ไทรน้อย,เลขที่ 39/8,8,,นนทบุรี,28,
ผลิตเครื่องสำอาง และผลิตภัณฑ์เสริมอาหาร เช่น เครื่องดื่มเกลือแร่,50,7,บางกรวย-ไทรน้อย,21001,10500000,จ3-46(1)-2/47นบ,0 2956 0171,-20120400225472-,3,,735,735,77,25/03/1461,บริษัท ศิริบัญชา จำกัด,ไทรน้อย,100.33105,สวนเกษตรสิริฉัตร,ไทรน้อย,เลขที่ 50/4 (ชั้น 2),1,13.98693333,นนทบุรี,51,11150
ผลิตยาแผนโบราณ หรือยาน้ำสมุนไพร,2,2,เลียบแม่น้ำเจ้าพระยา,21001,40000000,จ3-46(1)-2/51นบ,02-9218090-3,-20120000225518-,3,,736,736,59,29/05/1465,บริษัท เจริญโอสถ จำกัด,ไทรม้า,100.46754,-,เมืองนนทบุรี,เลขที่ 89/9,8,13.87,นนทบุรี,10,11000
ผลิตยาสมุนไพร,3000000,10,รพช.บางไทร-ตาซ้อน,126000000000,,จ3-46(1)-2/54นบ,,-20120200225540-,,15/09/1474,737,737,14,11584,บริษัท แซนด์-เอ็ม โกลบอล จำกัด,บางแม่นาง,11/02/1468,-,บางใหญ่,เลขที่ 29/3,7000000,1,นนทบุรี,11500000,
ผลิตยารักษาโรค,20000000,3,วัดพระเงิน-บางคูลัด,106000000000,,จ3-46(1)-2/60นบ,,-20120100225608-,,,738,738,20,32000,บริษัท แอคดอน จำกัด,ศาลากลาง,15/05/1474,,บางกรวย,เลขที่ ,28000000,0,นนทบุรี,20000000,
ผลิตยาแผนปัจจุบัน ยาเม็ด ยาน้ำ และยาปราศจากเชื้อ,67,4,,21001,314430575.6,จ3-46(1)-2/67นบ,02-1499372,-20120086725670-,3,,739,739,479.32,29/05/1481,บริษัท ไทย พี.ดี.เคมีคอล จำกัด,คลองขวาง,,,ไทรน้อย,เลขที่ 68/1,31,,นนทบุรี,98,11150
ผลิตยารักษาโรค,381380000,2,บางบัวทอง-สุพรรณบุรี,106000000000,,จ3-46(1)-3/59นบ,,-20120200325597-,,26/07/1476,740,740,22,43824,บริษัท ฟาร์มาสันต์ แล็บบอราตอรี่ส์ จำกัด,ราษฎร์นิยม,01/11/1473,,ไทรน้อย,เลขที่ 33,35100000,1,นนทบุรี,20000000,
ผลิตยาและอาหารเสริม,8000000,5,,106000000000,,จ3-46(1)-3/61นบ,,-20120000325615-,,,741,741,5,4960,บริษัท หมอนพพร กรุ๊ป จำกัด,ทวีวัฒนา,26/03/1475,,ไทรน้อย,เลขที่ 9/1,3000000,0,นนทบุรี,4000000,
ผลิตยาสำเร็จรูปแผนปัจจุบัน,70,4,,21001,310000000,จ3-46(1)-4/51นบ,02-101-2222,-20120000425514-,3,,742,742,318.25,05/09/1465,บริษัท ถ้วยทองโอสถ จำกัด,บางแม่นาง,100.37005,-,บางใหญ่,เลขที่ 28/9,60,13.88154,นนทบุรี,130,11140
ผลิตยาแผนโบราณ,15000000,4,บางคูลัด-วัดพระเงิน,106000000000,,จ3-46(1)-4/61นบ,,-20120100425612-,,,743,743,0,15212,บริษัท กุยลิ้มฮึ้ง คอร์ปอเรชั่น จำกัด,บางใหญ่,11/05/1475,,บางใหญ่,เลขที่ โฉนดเลขที่ 28718,5000000,0,นนทบุรี,5000000,
ผลิตยาแผนโบราณ เช่น ยาแคปซูล ยาเม็ด ยาผง,2,1,ฉลองราชย์ 50 ปี,21001,31000000,จ3-46(1)-5/61นบ,094 7952666,-20120100525619-,3,,744,744,60.5,05/06/1475,บริษัท สยาม เอสเอฟ จำกัด,ศาลากลาง,100.382732,รุ่งอรุณ,บางกรวย,เลขที่ 88/88,8,13.818607,นนทบุรี,10,11130
ผลิตยาแผนโบราณ อาหารเสริม เครื่องสำอาง,20,2,บางไผ่-หนองเพรางาย,21001,84000000,จ3-46(1)-6/51นบ,,-20120100625518-,3,,745,745,2674.59,03/10/1465,บริษัท ยาอินไทย จำกัด,หนองเพรางาย,100.29207,-,ไทรน้อย,"เลขที่ 20/3-6,20/8-10",15,13.92326,นนทบุรี,35,11150
ผลิตยาแผนโบราณ ผลิตเสริมอาหาร,2,1,ฉลองราชย์ 50 ปี,21001,31000000,จ3-46(1)-6/61นบ,094 7952666,-20120100625617-,3,,746,746,60.5,26/06/1475,บริษัท สยาม สเน็ก ฟาร์ม จำกัด,ศาลากลาง,100.3827952,รุ่งอรุณ,บางกรวย,เลขที่ 88/99,8,13.81869265,นนทบุรี,10,11130
ผลิตยาแผนโบราณ,9000000,2,345,116000000000,,จ3-46(1)-8/61นบ,,-20120000825614-,,01/09/1482,747,747,4,2379,บริษัท สิทธิพรสมุนไพร จำกัด,ลำโพ,21/12/1475,,บางบัวทอง,"เลขที่ โฉนดเลขที่ 140881,140882",15000000,1,นนทบุรี,15000000,
ผลิตยารักษาโรค,504,,,21001,1473478229,จ3-46(2)-1/23นบ,02-5890021,-20120000125239-,3,,748,748,21010.19,16/10/1452,บริษัท ไทยนครพัฒนา จำกัด,บางเขน,100.5352833,งามวงศ์วาน 8,เมืองนนทบุรี,เลขที่ 14,379,13.85523333,นนทบุรี,883,11000
ผลิตยารักษาโรคแผนปัจจุบันยาเม็ดยาแค๊ปซูล,10000000,6,บางบัวทอง-สุพรรณบุรี,106000000000,,จ3-46(2)-1/37นบ,,-20120700125372-,,18/04/1453,749,749,28,25600,บริษัท ฟาร์มาสันต์ แล็บบอราตอรี่ส์ จำกัด,ราษฎร์นิยม,01/08/1451,,ไทรน้อย,เลขที่ 96/3,12000000,1,นนทบุรี,10000000,
ผลิตยาแผนโบราณ,0,,บางคูเวียง,1100000000000,,จ3-46(2)-2/46นบ,,-20120200225466-,,14/06/1461,750,750,6,5310,ห้างขายยาจอมทอง,บางคูเวียง,10/07/1460,บางคูเวียง,บางกรวย,เลขที่ 92/5,0,1,นนทบุรี,36500000,
ผลิตยา อาหาร และอาหารเสริมจากพืช,5,3,บางกรวย-ไทรน้อย,21001,60000000,จ3-46(2)-3/59นบ,0 2923 8250,-20120300325596-,3,,751,751,77.67,05/07/1473,บริษัท วีอาร์สเตปฟี่ จำกัด,ไทรน้อย,100.3477,,ไทรน้อย,เลขที่ 70/10,1,13.9664,นนทบุรี,6,10400
ผลิตยารักษาโรคแผนโบราณ และทำเครื่องสำอาง,22,5,ปทุม-บางเลน,21001,94000000,จ3-46(2)-3/62นบ,,-20120166325623-,3,100.3389472,752,752,258.34,28/06/1476,ห้างหุ้นส่วนจำกัด จัตุรงค์คูลลิ่ง,ราษฎร์นิยม,14.02811967,,ไทรน้อย,เลขที่ 44/1,10,,นนทบุรี,32,11150
ผลิตยาแผนโบราณสำหรับมนุษย์,16,3,,21001,9300000,จ3-46(2)-5/62นบ,24244183,-20120297725626-,3,100.4875439,753,753,299,19/11/1476,ห้างขายยาตราใบห่อ,บางไผ่,13.81967911,,เมืองนนทบุรี,"เลขที่ 74/5,75/5",22,,นนทบุรี,38,
ผลิตยาแผนปัจจุบัน สมุนไพรแผนโบราณ เครื่องสำอาง ในรูปแบบ ยาเม็ด แคปซูล น้ำ ผง ครีม ยาฉีด ยาปราศจากเชื้อ และไม่ปราศจากเชื้อ,12,3,-,21001,355000000,จ3-46(2)-6/51นบ,,-20120200625517-,3,,754,754,250.11,09/09/1465,บริษัท เพรซิเดนท์ อินเตอร์ ฟาร์มา จำกัด,คลองพระอุดม,100.47849,-,ปากเกร็ด,เลขที่ 21/6,12,13.93219,นนทบุรี,24,11120
แปรรูปพืชสมุนไพร เครื่องเทศ ผลิตยาแผนโบราณ,4000000,1,เลียบคลองประปา,106000000000,,จ3-46(3)-1/60นบ,,-20120200125609-,,20/03/1477,755,755,15,1550,บริษัท เซบิทโค จำกัด,บ้านใหม่,21/03/1474,,ปากเกร็ด,เลขที่ 129/2,0,1,นนทบุรี,4000000,
ผลิตอาหารเสริม ยาแผนโบราณ เครื่องดื่มที่ไม่มีแอลกอฮอล์ ขนมอัดเม็ด และอาหารสำเร็จรูป,11,4,บางกรวย-ไทรน้อย,21001,10000000,จ3-46(3)-1/61นบ,,-20120200125617-,3,,756,756,445.76,20/03/1475,ไดนาฟูด,บางบัวทอง,100.387492,,บางบัวทอง,เลขที่ 51/32-33,4,13.940107,นนทบุรี,15,72160
ผลิตภัณฑ์เสริมอาหารเพื่อสุขภาพ,3999998,2,,106000000000,,จ3-46(3)-1/62นบ,,-20120201725621-,,14/09/1477,757,757,9,760,บริษัท อมตะ ไลฟ์ พลัส จำกัด,ลำโพ,07/08/1476,,บางบัวทอง,เลขที่ 29/59,0,1,นนทบุรี,1000000,
ทำผลิตภัณฑ์เสริมอาหารเพื่อสุขภาพ,44,3,,21001,88594266.59,จ3-46(3)-1/66นบ,29204422,-20120046225662-,3,,758,758,187.86,22/03/1480,บริษัท อมตะ ไลฟ์ พลัส จำกัด,ลำโพ,,,บางบัวทอง,เลขที่ 10/5,20,,นนทบุรี,64,11110
