ถนน,เลขที่,ซอย,แรงม้า,เงินทุนรวม,_id,คนงาน,เลขทะเบียนโรงงาน,ลำดับ,ชื่อโรงงาน,ประกอบกิจการ,โทรศัพท์,ไปรษณีย์,ตำบล,อำเภอ,จังหวัด,หมู่
-,เลขที่ -,-,1900,670000000,832,20,3-105-82/53ชบ,832,บริษัท เอแอล.ไทย (3000) จำกัด,คัดแยกและฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,20140,สระสี่เหลี่ยม,พนัสนิคม,ชลบุรี,10
-,เลขที่ 208/2,-,30,10000000,833,7,3-105-83/49ชบ,833,บริษัท ไทยนาริตะ อินดัสทรี จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย  บดย่อยพลาสติก  อัดกระดาษและโลหะ,-,20230,บึง,ศรีราชา,ชลบุรี,3
 -,เลขที่ 4/2, -,130,1024000,834,20,3-105-84/49ชบ,834,บริษัท อีสเทิร์น สตีล อินดรัสทรี จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย นำน้ำมันหล่อลื่นใช้แล้วมาผ่านกระบวนการทางอุตสาหกรรม ลายมาผ่านกรรมวิธีทางอุตสาหกรรม เพื่อนำกลับไปใช้ใหม่,,20000,หนองข้างคอก,เมืองชลบุรี,ชลบุรี,2
-,เลขที่ 27/42,-,79,3250000,835,8,3-105-85/47ชบ,835,บริษัท แหลมฉบัง พ.ช.ร. จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้ว  เฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว  ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),,20230,บึง,ศรีราชา,ชลบุรี,8
-,เลขที่ 838/1,-,50,15285385,836,8,3-105-85/53ชบ,836,ห้างหุ้นส่วนจำกัด ดี.เอส.ดี.โกลด์สตีล,ดัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,20110,เขาคันทรง,ศรีราชา,ชลบุรี,8
ชลบุรี-บ้านบึง,เลขที่ 71, -,11,660000,837,6,3-105-87/49ชบ,837,บริษัท เคซี ออร์ จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,081-3545614,20000,หนองรี,เมืองชลบุรี,ชลบุรี,1
-,เลขที่ 320,-,185,3500000,838,9,3-105-9/46ชบ,838,บริษัท จี เอส อีเลคทรอนิคส์ เมทัล จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรมฉบับที่ 1 (พ.ศ.2541),0 3829 7245,20220,หนองอิรุณ,บ้านบึง,ชลบุรี,4
,เลขที่ -,,71,30000000,839,45,3-105-9/56ชบ,839,บริษัท บิลเลี่ยน เอ็นเตอร์ไพรส์ จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,0 2848 4971-4,20110,หนองขาม,ศรีราชา,ชลบุรี,10
ทางหลวงชนบทโปร่งสะเก็ด,เลขที่ 74/7, -,580,30000000,840,60,3-105-90/48ชบ,840,บริษัท ช.ธนวัฒน์ สตีล เวิร์ค (ประเทศไทย) จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม  ฉบับที่ 1 (พ.ศ.2541)  อัดเศษโลหะ,,20150,ตะเคียนเตี้ย,บางละมุง,ชลบุรี,4
บ่อทอง-สนามชัยเขต,เลขที่ 8, -,337,50000000,841,35,3-105-93/48ชบ,841,บริษัท ซีท๊อป กรีน กรุ๊ป จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลและวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่1 (พ.ศ.2541) และกลั่นตัวทำลาย ซ่อมล้างถัง ผสมวัสดุและเคมีภัณฑ์ที่ใช้งานแล้ว เพื่อเป็นวัตถุดิบผลิตภัณฑ์ และเชื้อเพลิงทดแทน,,20270,วัดสุวรรณ,บ่อทอง,ชลบุรี,5
-,เลขที่ 12/4,-,49,700000,842,10,3-105-94/47ชบ,842,บริษัท วี. พี. แอนด์ วี. อินเตอร์เนชั่นแนล บายโปรดักส์ จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูล/หรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) และอัดกระดาษ,-,20170,หนองซ้ำซาก,บ้านบึง,ชลบุรี,1
-,เลขที่ 30/12,-,67,9700000,843,14,3-105-98/47ชบ,843,บริษัท เอ็น.พี.เอส.รีไซเคิล จำกัด,"คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วจากอุตสาหกรรมที่ไม่เป็นอันตราย เช่น กระดาษ, พลาสติก, โลหะและไม้",-,20000,หนองรี,เมืองชลบุรี,ชลบุรี,1
 -,เลขที่ , -,60,3600000,844,15,3-105-98/49ชบ,844,ห้างหุ้นส่วนจำกัด เดอะรียูส,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย อัดโลหะ กระดาษ บดย่อยพลาสติก แก้ว ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นใช้แล้ว และตัวทำละลายใช้แล้ว ล้างถัง,,20110,บางพระ,ศรีราชา,ชลบุรี,11
ชลบุรี-บ้านบึง,เลขที่ 90, -,30,600000,845,8,3-106-1/49ชบ,845,บริษัท จิ้นจัง (ไทยแลนด์) จำกัด,ซ่อมแซม  ดัดแปลง ปรับปรุงหรือแปรสภาพเครื่องใช้ไฟฟ้าและอุปกรณ์อิเล็กทรอนิกส์ที่ใช้แล้ว  โดยผ่านกรรมวิธีทางอุตสาหกรรม  เพื่อนำกลับมาใช้ประโยชน์ใหม่,,20170,บ้านบึง,บ้านบึง,ชลบุรี,-
